title,company,salary,location,duration,link,date
Backend Developer (Python),Ailoitte Technologies,,Remote,Not specified,/rc/clk?jk=a950cbbe621de2bd&bb=6KqzUEIz4DWmEjKT91Lm642MtXoLN49ztXkdW6PFrw_VyxHjewnxernuj1MayuBqU26lqwWbPFxsUFklHYqrPtOWxdsoAZkMMvB1o8hGFog%3D&xkcb=SoDc67M3DScnUUwHNp0GbzkdCdPP&fccid=04791b9a47d2e71e&vjs=3,Posted 25 days ago
Python Developer,ZOG Global,,Remote,Not specified,/rc/clk?jk=e332489c467254f5&bb=6KqzUEIz4DWmEjKT91Lm62Azn6YNP-JfFACTyfNLC7ZvKEpKvDE2EBPPGZpNdCWnprWu3vkxhJuzvUtUxzosZ2OrEIk0rOJnY4bacKDngs4%3D&xkcb=SoBB67M3DScnUUwHNp0FbzkdCdPP&fccid=bbf055b1265b8e4b&vjs=3,Posted 30+ days ago
Python Developer,Capital Numbers Infotech,"Up to ₹22,00,000 a year",Remote,Not specified,/rc/clk?jk=c7369003c499f0d7&bb=nRQwqaMPfBtJaYSsHnN8KGHs3snL3oUL3j2QCTxFsvHopxsyrrEl93lC9qk5xN1oHd9ZzSCqc3fGuTNGDQk2dQ4_6OBZ4qpDt0bOe0S-ztc%3D&xkcb=SoBx67M3DSclnjwHNp0KbzkdCdPP&fccid=d367bcc2eb80486a&vjs=3,Posted 30+ days ago
Python Developer,Citta Solutions,,Remote,Not specified,/rc/clk?jk=cdf034b3c404f489&bb=nRQwqaMPfBtJaYSsHnN8KH7IPgZMlxKwQBDGIVJzGixy37wQkvKwmQSUnO9Vh-7AQ44N2We81W6okhcdmfvWjunX6cmP7Jm5pMVVdNkMKZE%3D&xkcb=SoDs67M3DSclnjwHNp0JbzkdCdPP&fccid=b07410713742fee4&vjs=3,Posted 30+ days ago
Senior Python Developer,FNTN Consultancy Inc,"₹30,000 a month",Remote,Not specified,/rc/clk?jk=eff8f9b7a3fdc8e9&bb=nRQwqaMPfBtJaYSsHnN8KCp6TXgh-tESDErU90Rc9v4aXB6BORh0JC_52EUndB1rimfBLUM6UIUbzd0XhLsNj4lfkd4DfZ6kg9ZPh1nPbEE%3D&xkcb=SoBY67M3DSclnjwHNp0IbzkdCdPP&fccid=9dee278ef4a3e3f0&cmp=FNTN-Consultancy-Inc&ti=Python+Developer&vjs=3,Active 7 days ago
Python Full Stack Developer,Unisys Global Services - India,"Up to ₹2,50,000 a month",Remote,Not specified,/rc/clk?jk=a2b54874cb367ec3&bb=nRQwqaMPfBtJaYSsHnN8KGcnnLEoPIk-ucJaPp2vCROD8StoY5FyX9YTr_FZQtNGC1zj8YmqzGZ1U2rjXil9g5oqVe_HImegJZYhCXHKV0Y%3D&xkcb=SoDW67M3DSclnjwHNp0PbzkdCdPP&fccid=9b9eeebbc5b1b8b9&cmp=Unisys-Global-Services---India&ti=Full+Stack+Developer&vjs=3,Active 2 days ago
Senior Python Developer,Anni Solutions,"Up to ₹26,00,000 a year",Remote,Not specified,/rc/clk?jk=3be73abe6b5727b8&bb=nRQwqaMPfBtJaYSsHnN8KKyMDqczuYr5KzOlxyA-WbLP31ssw5vz0diNBOLblsuDKNZMytON6BHXSNeztVfPMYIFIXMti1SmFN3wegDva-g%3D&xkcb=SoBi67M3DSclnjwHNp0ObzkdCdPP&fccid=361e6418de1c3627&cmp=Anni-Solutions&ti=Python+Developer&vjs=3,Active 2 days ago
Scrapy Developer / Python Developer,Ladion consultancy,"₹10,00,000 - ₹15,00,000 a year",Remote,Not specified,/rc/clk?jk=b58572cf5fd450d2&bb=nRQwqaMPfBtJaYSsHnN8KPh2ZU9avcAy0YySEqH5h6ePhZZ2KeaE9y9uwEmyYxpHwYzwHZ0HMVh-1AGrkJaVYXQx49WYd7kXvKgb2W3pRd8%3D&xkcb=SoD_67M3DSclnjwHNp0NbzkdCdPP&fccid=94fdec3f543fe1b7&cmp=Ladion-consultancy&ti=Python+Developer&vjs=3,Active 3 days ago
SQL Developer,Technology Next,"₹75,000 - ₹80,000 a month",Remote,Not specified,/rc/clk?jk=1eada957cac15fc1&bb=nRQwqaMPfBtJaYSsHnN8KGAObYZUgrrIKYNeFkiYhpWkJ86jIKzBauqDjLFb9E55q9j7KewbPA6SmHYNflFKiAntWqwUgUA14Lan8tYVaf4%3D&xkcb=SoBL67M3DSclnjwHNp0MbzkdCdPP&fccid=a4680fe5f98c4dc4&cmp=Technology-Next&ti=SQL+Developer&vjs=3,Active 2 days ago
Python API Developer,RARR Technologies Pvt Ltd,"₹40,00,000 a year",Remote,Not specified,/rc/clk?jk=e009aa468fd60acd&bb=nRQwqaMPfBtJaYSsHnN8KP5altBmDeyIJV2GRhiwmlzBUS5i2l9C1uCIqoY3JLngfGNqxrOmoneEycA1j_nzN97s5gISMfTpsMBL825iXjA%3D&xkcb=SoCi67M3DSclnjwHNp0DbzkdCdPP&fccid=15a9c673cb58ab09&vjs=3,Posted 3 days ago
JAVA DEVELOPER WITH PYTHON,spino inc,"₹5,00,000 - ₹20,00,000 a year",Remote,Not specified,/rc/clk?jk=ef7131918ca27dd0&bb=nRQwqaMPfBtJaYSsHnN8KH47KF-TkegvYTayb-XlWdpmz667E9vgLnmbT5vj26UzDPFj5LOV_rnn5WkxPqtd37wq_7FOZ1MNJJKYZPfqkVE%3D&xkcb=SoAW67M3DSclnjwHNp0CbzkdCdPP&fccid=8465e24f033fba6e&cmp=Spino-Inc&ti=Java+Developer&vjs=3,Active 9 days ago
Backend Developer Intern,Vingsfire HRIM Pvt Ltd,"₹3,22,586.06 - ₹15,90,655.25 a year",Remote,Not specified,/rc/clk?jk=ccb7d2e5357e5506&bb=nRQwqaMPfBtJaYSsHnN8KFWSI6_760xFB9enZgSdyC8s1nVTN7yq6EIOsMrWRUmqi4dsL5MNlIaxWqnc1wBdhIWuV-coIH7HWiTzZGNAvrg%3D&xkcb=SoCL67M3DSclnjwHNp0BbzkdCdPP&fccid=13d7f52e79bca49b&cmp=Vingsfire&ti=Back+End+Developer&vjs=3,Active 2 days ago
